Pressure_psi,Depth_ft,Temperature_F,Retarder_pct,Density_ppg,ThickeningTime_hr
5731.36,13873.64,259.13,1.932,13.02,11.09
3020.81,9713.72,169.77,0.95,13.57,10.36
5713.3,8369.3,213.42,1.088,17.22,8.85
5855.39,6483.13,247.26,1.736,16.47,9.5
5833.37,7199.08,169.27,1.091,14.44,10.65
4111.9,5171.43,256.17,1.676,13.95,10.61
4377.92,7496.61,230.74,2.172,17.59,10.33
3590.09,11861.2,292.05,2.1,13.58,10.93
6736.21,9347.45,227.97,2.499,14.98,12.59
6297.44,10138.23,274.73,1.225,17.19,8.66
6148.63,9351.94,266.77,2.085,17.91,11.02
7827.89,12233.55,287.3,2.041,17.94,9.84
7320.91,11402.44,157.01,0.179,15.75,8.82
4574.96,8925.32,168.09,0.311,12.47,9.65
6547.43,11155.02,215.56,0.228,13.25,8.45
5864.3,10196.95,266.69,0.978,14.63,9.82
5222.18,12587.52,285.58,2.262,13.01,10.88
2840.24,5309.97,176.41,1.904,14.23,12.05
4961.89,5237.73,299.97,1.956,17.51,9.71
3301.74,5745.22,247.89,0.367,15.28,7.59
6850.75,10052.95,234.54,0.563,16.43,8.2
6435.77,10036.58,196.52,2.31,12.83,12.69
3074.55,5452.42,201.58,1.967,17.44,10.66
2541.97,7430.55,285.65,1.687,12.91,10.33
2651.52,5100.71,269.08,0.333,15.96,7.08
6701.52,13974.17,242.04,0.909,12.26,10.94
7649.1,14921.53,187.84,1.699,13.27,11.76
3738.36,5034.17,291.91,1.747,16.87,9.2
2655.47,8057.36,243.16,0.618,12.57,9.39
6246.32,9244.45,256.23,0.615,15.99,8.43
5135.58,14522.04,212.39,2.298,12.47,12.17
5634.02,9071.14,181.72,0.565,13.69,10.17
5010.93,10321.51,291.45,0.471,14.08,8.27
6858.45,7631.97,296.89,1.761,12.41,10.63
5509.38,12415.3,216.2,0.573,15.08,8.69
6813.28,13552.17,175.12,0.131,15.71,9.07
5946.56,11501.09,179.85,2.018,14.18,11.98
6109.72,12291.25,201.36,0.702,15.28,9.0
6419.48,9712.34,168.74,1.706,14.44,12.67
5469.13,10012.92,241.34,0.841,17.75,7.28
4158.57,11897.61,248.09,1.257,15.88,9.08
4377.58,8675.62,227.74,1.698,17.1,9.83
2133.96,6091.12,172.52,0.859,16.27,9.06
2223.07,11095.74,279.09,2.134,17.18,9.21
4788.92,6942.88,257.64,1.061,17.63,9.24
6811.84,6490.34,274.42,1.545,13.84,10.04
6243.36,11036.63,277.94,2.389,12.85,10.9
4309.34,7795.42,173.42,2.327,15.82,13.09
4877.18,9916.41,249.39,0.469,16.96,7.81
7028.69,13533.88,175.86,1.336,12.63,11.79
6726.16,11582.07,241.71,1.534,15.85,10.31
5661.33,14837.61,215.11,1.344,14.3,10.83
7094.38,6921.1,158.92,0.475,17.42,8.96
7875.25,5878.38,221.87,1.367,14.99,9.97
5737.8,12756.71,235.85,0.963,16.87,8.74
7819.29,11962.39,210.54,1.72,16.77,10.61
2468.05,5865.58,273.78,1.568,12.7,10.26
6655.13,9879.73,169.68,2.24,15.39,12.47
2576.63,14782.06,272.62,1.849,15.56,10.15
3330.15,6924.96,230.71,1.282,14.8,10.01
4035.02,7533.44,204.22,1.905,14.39,11.7
2700.2,5804.15,263.13,1.735,12.44,11.1
6295.78,5491.06,236.7,0.141,15.5,7.67
4096.61,11612.72,200.78,2.432,12.36,13.11
3011.8,5161.01,252.33,0.703,12.61,8.86
3288.46,13747.8,221.17,2.092,12.54,13.03
2148.6,12661.45,281.14,1.751,17.62,9.35
7763.21,14991.86,158.06,2.246,16.75,12.26
7707.09,13674.88,299.32,0.904,17.53,7.28
3526.65,6473.99,217.71,2.006,13.86,10.6
6195.64,11009.68,205.06,1.137,12.88,11.06
2278.59,11610.58,236.8,1.766,15.41,9.81
4097.43,7684.95,254.39,1.253,15.56,8.36
6057.6,11611.12,280.23,0.21,15.69,6.99
3366.06,8814.58,254.63,1.158,12.06,10.07
4034.89,11081.12,278.41,2.09,15.59,10.28
2786.82,12281.5,199.75,0.576,14.36,9.4
2907.9,10737.63,230.24,0.51,17.49,7.99
2037.26,7479.89,271.81,1.434,14.05,9.46
4031.79,13544.36,235.45,1.425,12.65,11.28
4554.43,6931.64,276.77,1.009,14.87,9.36
4535.6,9676.51,162.77,0.925,14.4,10.77
3709.5,7050.31,247.68,1.205,14.6,9.11
5190.39,10275.24,232.61,1.116,12.81,10.26
2152.27,8843.94,171.81,1.658,12.2,11.88
4434.65,11752.92,294.3,1.548,12.49,9.6
5677.39,13261.72,292.31,2.29,14.19,11.38
6584.45,7719.61,273.69,0.217,12.71,8.31
7956.36,7469.31,249.85,0.252,17.86,6.85
4636.25,11080.19,163.35,1.534,12.19,11.66
7641.13,11104.06,156.02,1.58,14.57,11.04
7498.23,9402.92,281.26,2.216,12.37,12.08
2835.15,12316.42,254.87,1.047,16.64,8.86
5005.06,13340.32,163.1,2.09,15.46,12.75
3345.68,14188.77,224.54,1.594,13.37,11.0
6758.47,10007.23,296.66,0.619,17.67,7.61
6411.01,14408.78,160.11,1.49,15.56,11.4
7840.74,8282.9,184.39,1.763,16.08,10.91
2356.01,5230.0,249.81,1.629,15.0,9.81
4598.21,13489.64,258.57,2.413,13.45,12.32
4187.19,11478.88,205.7,2.195,12.85,12.8
5934.07,10955.07,201.01,0.752,15.97,8.69
5184.93,14704.94,281.2,1.228,13.18,9.78
5421.13,6396.76,238.78,1.717,12.43,11.49
2852.25,10877.9,241.49,1.576,17.31,9.63
7646.78,5068.82,150.66,2.258,15.38,13.53
3949.89,14259.32,246.11,1.344,13.15,10.1
4359.29,7013.73,260.27,2.328,15.67,11.43
3371.58,11323.58,197.51,1.129,13.26,10.87
3820.17,6597.36,243.02,2.191,12.93,12.02
4272.47,7460.4,256.43,0.625,15.76,7.4
3563.63,9906.46,254.66,2.204,17.55,10.51
4720.99,9881.1,184.11,0.645,16.71,8.59
6998.54,7732.49,224.64,1.596,12.28,10.76
7062.0,10760.35,223.55,0.672,15.78,9.11
5673.9,6829.2,220.14,1.891,16.15,10.01
5316.26,9351.89,253.04,0.793,16.88,7.47
5613.7,10213.39,209.34,1.205,12.57,10.88
5025.43,7786.95,255.41,1.778,17.41,10.31
2426.01,14999.49,260.91,1.02,16.16,8.49
2611.98,12653.62,264.64,1.862,16.6,9.87
4872.0,13505.22,271.01,2.257,17.32,10.4
2443.05,8534.67,228.4,0.822,16.08,9.33
2778.3,12381.5,252.19,1.008,16.64,8.2
5754.63,12129.43,238.88,0.656,13.17,9.12
7673.5,10774.81,228.54,0.649,17.92,8.69
2208.58,11711.84,188.75,2.449,12.92,13.62
5613.89,11713.49,241.5,1.497,14.14,10.55
4714.94,13444.39,162.33,1.011,13.26,10.15
2237.05,7360.88,172.83,1.447,17.15,10.33
6682.23,11143.41,257.93,0.493,13.68,8.23
6228.08,7681.54,230.9,0.141,15.62,8.56
7606.03,8337.07,237.88,2.282,16.2,11.59
5983.64,12234.19,183.02,1.506,15.26,9.88
6293.03,8984.41,210.24,1.848,16.51,10.62
4160.63,7155.35,242.82,0.771,16.46,8.04
5474.59,6911.69,183.74,2.431,17.68,11.28
5722.84,14199.59,168.97,1.811,15.95,11.77
2699.03,5151.57,262.96,0.435,16.31,7.64
3195.3,13802.49,252.09,1.909,16.36,10.44
3416.52,6081.95,195.76,0.793,14.51,9.82
5659.28,9194.57,206.4,1.343,15.63,9.42
5257.31,6321.5,270.29,0.885,16.88,7.49
3936.48,5425.75,165.15,0.717,14.29,10.78
6738.74,12973.28,208.36,0.856,17.14,9.44
6150.88,8921.06,252.58,1.098,16.96,8.82
2835.89,12251.63,254.75,0.274,14.36,7.7
6738.81,10316.96,239.39,0.43,14.15,9.61
3857.32,13061.89,280.65,2.04,17.87,9.85
4796.72,8033.12,225.23,1.608,16.71,9.63
3090.49,5402.21,242.51,1.716,15.48,10.89
4419.68,7429.31,158.41,2.148,16.28,13.04
3377.69,5250.82,202.96,0.579,13.12,10.09
6400.21,5474.99,188.65,2.094,16.26,11.89
5529.48,11585.11,260.42,1.067,15.13,8.74
7288.68,5507.6,223.98,1.135,15.41,9.96
2948.36,6373.72,171.4,0.487,15.16,9.57
5448.15,8682.69,166.57,0.465,17.07,8.34
4832.45,11000.2,246.62,1.433,17.56,8.82
4856.96,9207.04,150.79,1.724,17.07,11.18
6532.68,9010.3,182.18,2.249,15.99,12.9
4488.08,6967.67,247.99,1.186,17.27,8.96
6171.63,13815.31,245.73,2.365,17.5,10.41
3672.27,14520.77,238.48,2.365,16.68,10.92
2762.46,12991.58,156.68,0.214,14.96,9.42
6757.15,7489.04,164.46,1.765,13.44,11.47
5155.14,12718.4,205.42,0.22,13.4,8.99
3486.54,13113.01,187.9,1.995,16.07,10.73
4710.77,14784.04,186.1,2.247,14.8,12.37
5795.88,13924.53,204.36,1.902,12.03,13.44
3481.61,8113.22,151.48,0.19,15.04,9.99
3083.75,14842.64,179.48,1.433,13.9,11.07
7943.42,10360.54,273.58,0.793,13.08,9.82
3106.61,10538.9,197.84,1.039,14.13,10.07
4005.59,12129.79,229.16,2.096,14.65,11.18
4390.08,14155.56,163.29,2.488,13.04,14.04
7166.96,6170.71,170.59,1.901,17.26,12.27
3669.4,12901.83,220.4,1.629,15.2,11.13
3329.71,8884.22,157.98,1.76,12.22,12.44
2760.1,11607.93,203.05,1.629,12.02,11.56
6563.57,14992.26,251.49,0.668,13.01,8.54
5391.1,9817.16,271.22,0.812,12.55,9.31
2565.67,13402.47,255.63,0.103,14.04,7.78
4729.69,13814.69,218.93,0.427,12.16,9.97
7930.67,7459.92,219.46,0.124,16.74,7.83
7538.43,5531.42,156.9,2.077,14.84,12.67
5374.3,6002.93,186.36,1.27,14.66,10.63
3411.1,13650.34,216.86,1.61,16.07,8.87
5533.87,13991.81,197.07,1.394,17.99,9.62
5076.23,12378.71,220.65,0.612,12.23,9.66
7819.88,7164.19,170.1,1.488,14.06,12.06
2090.24,14366.74,216.39,1.08,14.03,9.29
3868.08,14895.68,265.37,0.328,16.37,6.48
4418.89,8855.02,247.41,2.166,12.92,11.18
6381.86,10620.93,268.93,1.339,13.7,10.55
6495.16,11763.09,252.62,1.128,16.14,8.05
6405.17,13453.1,193.97,0.585,12.39,9.98
5413.32,14453.1,212.8,0.505,13.96,9.4
5310.09,6701.21,159.85,1.822,14.75,12.83
3741.52,14718.09,247.44,1.921,15.24,10.38
7213.19,8497.52,152.58,0.233,14.65,8.86
4561.26,14591.37,207.57,0.607,13.03,9.3
4145.22,9024.95,275.62,2.052,15.38,10.33
6770.75,9178.12,151.25,0.662,16.61,9.81
6348.46,11250.2,234.94,1.841,16.04,10.98
3911.31,11061.23,267.92,2.145,13.19,11.69
2142.13,5049.34,265.03,1.382,13.8,9.66
2050.3,5328.59,223.22,2.499,12.62,12.28
7104.96,11375.27,168.11,1.486,12.23,11.11
2906.28,12160.1,269.83,0.787,14.38,7.93
5614.67,7019.65,162.55,1.565,16.41,10.88
5544.39,13370.08,297.02,1.033,17.44,7.07
3352.12,11398.82,211.03,0.581,13.02,9.31
4673.51,9872.95,173.19,1.336,14.86,9.97
4514.14,12198.3,198.54,1.359,16.37,11.51
5016.25,12567.63,292.91,0.436,16.01,6.74
7142.13,12270.89,169.61,1.326,13.61,11.56
7495.83,11463.47,150.23,0.234,12.78,10.6
2519.42,14710.99,234.6,2.04,14.77,11.41
4574.5,10761.84,294.01,0.333,14.71,7.8
3767.22,5622.16,189.86,1.435,13.59,10.84
6727.09,8531.6,151.7,1.38,13.51,12.57
4075.09,5828.84,296.92,0.261,15.26,7.45
4910.63,11135.7,248.35,0.141,14.51,7.48
6239.46,8302.42,288.95,1.536,12.31,9.96
5811.32,6593.29,178.15,2.161,12.4,13.0
6460.62,8192.85,270.8,0.5,14.84,7.39
4585.52,14528.18,293.1,0.71,16.47,7.5
5247.94,9038.28,285.16,2.248,12.78,11.51
3632.86,7420.9,243.37,2.263,17.18,10.05
6662.57,5051.02,189.16,1.669,15.28,11.36
7197.74,5407.55,238.38,0.491,17.56,7.65
3812.78,6615.97,160.34,0.413,17.89,8.63
4986.54,5543.59,208.03,1.661,16.35,10.96
2627.63,12134.05,229.43,0.417,15.03,8.78
2670.36,8467.36,210.26,1.004,15.01,9.46
2867.77,8189.85,197.0,0.979,17.73,9.36
5779.43,11910.14,205.27,2.133,14.25,12.27
6717.58,6290.57,289.07,1.356,12.77,9.8
2775.14,13888.1,277.86,2.02,16.86,10.17
7984.62,5271.64,197.12,2.235,17.79,11.83
4123.2,11795.77,150.69,1.714,17.85,10.99
7360.07,12814.07,241.42,0.307,14.86,7.51
7997.65,10702.91,227.49,1.159,15.25,10.16
7046.36,12719.19,198.72,1.365,16.98,10.03
4282.12,6449.55,204.14,0.775,15.73,8.55
2144.98,13322.44,174.34,2.457,16.75,12.89
5047.83,12539.26,248.19,0.779,14.64,9.4
4927.66,7623.72,266.29,0.491,13.05,8.3
2021.11,13487.96,153.4,1.743,16.21,11.32
7211.91,11082.5,184.0,0.994,12.42,10.17
2877.1,7763.38,167.67,1.023,12.99,10.62
5762.03,8373.39,213.43,2.119,12.3,12.73
3575.09,13229.77,287.32,1.852,16.84,9.85
4485.76,8348.8,188.72,1.971,14.0,12.63
4819.32,10692.99,246.34,1.12,15.55,8.97
5525.98,9281.12,166.14,1.85,15.68,13.1
5117.12,13706.64,285.41,2.457,16.07,10.27
4186.64,7452.29,279.67,1.794,15.06,9.96
2242.77,9462.89,222.51,1.757,15.36,9.75
2759.63,8652.73,224.27,0.474,14.96,8.76
5743.95,9407.77,243.06,0.6,12.83,9.48
5636.11,14668.06,199.87,0.21,15.4,8.35
6009.63,14168.55,226.12,0.776,16.46,8.12
2482.26,6869.35,183.24,2.273,15.4,12.38
3498.78,14050.74,201.0,1.507,17.21,9.37
3409.22,14924.36,246.65,2.172,13.07,12.11
6887.79,12279.4,247.15,1.623,17.99,8.71
6558.81,7799.68,164.61,1.54,17.66,10.97
6509.85,13241.04,165.82,1.162,14.2,10.44
7831.42,10739.36,196.14,0.525,16.57,8.16
7495.11,13983.87,175.87,1.85,13.94,12.3
5864.45,11913.97,192.37,1.883,15.41,11.99
5053.06,6508.76,253.1,2.218,14.1,12.23
6905.92,10268.65,267.43,0.473,14.17,8.41
5297.98,12833.9,267.26,0.135,15.57,6.96
6605.71,9490.68,234.64,1.573,14.64,10.72
3081.03,10463.69,281.66,0.268,16.46,6.71
5078.03,12967.52,265.15,1.452,15.9,10.04
4901.63,10730.93,153.8,2.018,16.51,12.6
4907.9,7572.9,296.74,0.906,14.64,8.61
5117.02,13427.65,215.41,0.733,12.81,10.19
5683.94,10402.56,217.75,1.268,12.05,10.87
5632.51,5731.86,280.12,1.183,13.13,9.44
7715.51,11649.27,174.35,0.782,14.67,10.48
3317.29,11575.24,260.11,2.145,14.31,11.17
2863.5,11715.69,230.68,0.899,12.8,9.96
6376.52,9912.42,195.89,1.792,17.09,10.92
3460.88,8779.12,174.66,0.897,12.82,11.25
3683.02,14201.68,215.28,0.852,12.62,10.18
3076.6,8980.06,162.38,1.72,14.58,12.12
4865.17,11863.03,262.38,1.421,12.02,11.04
4456.95,11082.64,211.15,2.463,14.61,12.16
7851.0,8756.95,257.48,2.331,16.85,10.48
6051.11,7518.02,278.04,1.81,13.52,10.57
5509.24,11789.49,156.2,0.905,16.38,10.34
5464.06,11003.72,295.1,1.245,15.59,8.49
3710.02,5850.59,285.49,2.195,15.58,10.42
7323.11,5249.79,228.39,0.868,16.89,8.16
2698.13,9290.25,156.58,0.593,13.47,9.97
6413.33,6724.15,222.71,1.583,14.81,10.42
2744.08,12487.52,165.29,1.396,15.79,11.06
4990.34,9912.08,246.93,1.719,12.64,11.62
3298.39,5123.32,258.71,0.274,15.34,8.45
5322.94,14286.03,200.05,0.621,17.6,8.96
3177.56,14402.63,196.27,0.51,17.42,9.16
5017.21,9608.77,215.68,0.269,14.56,9.18
2186.65,13946.35,176.82,0.804,13.37,9.9
3480.61,10248.46,248.72,0.284,12.42,8.89
6412.37,14520.58,215.47,0.477,15.19,8.1
5118.14,9902.61,242.87,1.904,12.02,11.84
4970.81,10219.33,208.31,0.573,12.26,10.9
5818.93,12082.08,253.92,0.282,13.08,8.38
5151.53,7751.8,185.24,1.2,17.67,9.45
3578.4,7239.48,238.93,0.864,16.44,8.92
7339.83,8952.58,171.59,0.634,12.41,10.25
3878.97,10902.23,295.64,2.383,13.01,11.35
2109.38,10598.04,217.55,2.276,12.86,12.58
3137.02,9287.8,194.95,2.01,17.4,10.66
4454.43,12167.94,201.98,2.498,12.28,13.54
2058.56,6533.73,189.07,2.097,16.39,11.45
5274.23,10682.27,203.07,2.453,16.63,12.18
7719.66,7046.35,283.49,0.837,16.67,8.03
5358.23,14784.41,260.38,0.204,15.56,7.16
3242.4,10551.55,251.22,2.463,17.42,11.53
2385.06,11891.52,299.45,2.374,13.24,11.02
5243.42,13668.94,215.9,1.724,13.65,11.58
6112.69,14666.56,216.78,0.345,17.79,7.07
5849.36,12505.98,205.42,1.957,14.49,11.92
5404.91,11009.3,169.69,1.852,12.57,12.9
4207.41,14781.4,212.46,0.427,13.84,8.46
4330.16,11924.77,282.28,0.486,14.61,7.25
7174.38,12126.95,287.4,1.576,13.77,9.27
2290.03,12146.44,296.16,1.954,17.5,9.39
3792.96,13680.11,299.83,1.525,12.13,11.27
3723.47,13391.0,180.87,1.034,13.97,10.49
7888.28,11880.63,261.3,0.611,13.95,8.53
5010.63,7763.99,282.63,1.404,13.21,9.53
3087.3,10083.81,262.57,1.835,13.88,10.93
7087.74,8449.96,294.48,1.466,12.6,9.83
4242.48,10168.82,158.17,1.487,15.3,10.96
4310.25,13574.35,150.23,1.141,15.88,10.94
4022.94,9225.3,165.1,1.848,14.92,11.04
2901.53,7511.9,178.45,0.748,17.46,10.17
4679.76,7369.66,174.49,0.357,16.09,8.33
5295.27,9352.54,240.28,1.313,15.27,10.14
4717.02,12229.29,152.72,0.183,16.46,8.34
4287.88,14912.59,243.06,0.177,15.09,7.82
3378.17,5771.68,182.89,1.903,12.71,12.34
7152.22,5085.83,224.72,1.265,16.09,9.81
7178.19,11157.05,265.64,1.108,14.36,9.81
5376.31,5598.04,164.33,0.365,13.3,9.79
6260.99,7868.44,230.4,1.547,15.83,10.66
7465.88,8268.75,261.55,1.073,12.56,10.01
2962.75,12180.11,298.23,1.702,14.78,10.97
2764.11,5283.56,254.33,1.813,17.6,9.95
3190.05,14848.51,290.87,0.203,14.09,6.37
5548.22,7578.89,238.43,0.948,16.81,7.94
2440.06,12273.04,167.1,1.838,14.25,12.28
6402.97,10437.21,271.65,0.673,14.76,7.92
2299.42,5663.31,299.05,2.485,13.7,11.81
2153.91,8642.42,257.08,1.274,17.24,8.66
7797.77,6572.89,282.68,1.057,12.7,9.08
4119.65,13895.7,260.11,2.064,15.65,10.77
5356.32,7874.96,242.85,1.221,12.4,10.13
4897.51,11868.54,155.51,2.254,14.45,13.65
5883.22,8666.93,286.46,2.087,13.62,10.92
7653.03,6647.48,262.67,0.221,13.35,8.38
5342.65,10379.44,151.43,1.845,15.43,12.49
3935.95,9098.58,288.01,0.679,12.37,8.47
2242.91,11053.7,242.26,0.189,13.29,7.47
5869.16,7883.2,239.27,2.387,14.81,12.6
4523.11,14156.8,246.92,2.18,17.66,10.33
7732.22,12748.85,241.98,1.178,17.05,7.69
5511.22,6938.44,276.27,2.083,12.39,11.09
5804.23,9081.3,203.41,2.077,14.36,12.49
5848.32,7610.83,157.48,0.681,15.14,9.18
5257.96,13594.0,191.91,0.508,13.68,9.09
4328.02,10730.68,261.55,0.553,15.48,8.23
4766.09,10713.38,184.56,2.124,17.22,10.76
6097.21,13704.33,270.61,1.078,12.73,10.58
3433.05,12990.25,185.9,1.716,16.9,11.16
3095.24,8109.65,196.09,0.376,16.65,7.92
7395.56,5324.74,164.24,1.818,12.83,12.5
6096.87,13717.9,273.49,2.365,12.29,12.67
7227.8,13374.83,230.28,1.715,17.91,9.55
4203.9,5148.49,257.43,1.179,17.58,8.43
5455.2,6789.51,183.59,0.84,12.25,10.89
5625.82,8721.9,150.71,1.291,12.68,11.29
7367.72,13913.8,262.62,0.541,16.69,7.3
7264.59,8902.9,173.27,1.412,15.52,10.91
3561.62,9689.27,205.68,0.33,17.86,8.17
7811.37,6020.0,278.23,1.199,16.85,9.02
4233.39,8630.72,171.37,0.695,13.76,9.97
5658.02,8979.12,170.54,0.625,17.24,9.3
7959.39,14300.09,247.48,2.279,15.37,10.8
4443.07,11295.27,212.58,0.732,14.57,9.54
5851.26,5670.99,216.05,1.742,17.62,9.83
7929.83,10146.97,259.71,1.102,17.01,8.57
5775.76,6068.35,155.2,0.165,17.21,8.63
5945.71,13194.7,242.35,1.082,13.64,9.54
6728.96,13058.29,285.81,1.382,15.67,8.7
6727.46,13091.08,170.37,2.168,16.35,11.8
7688.09,7678.4,174.01,1.96,17.85,12.03
5893.48,6472.37,214.62,0.842,13.84,10.49
3506.38,5566.31,214.01,0.557,12.87,10.51
2367.08,11789.33,261.77,0.997,14.94,8.77
2478.31,13934.69,256.39,1.309,15.41,9.2
7773.81,6929.53,163.72,0.631,15.19,9.93
6939.84,7885.22,289.81,0.54,17.58,7.19
5560.26,6895.07,222.39,0.397,17.38,7.47
7399.83,10148.3,299.99,2.108,15.63,10.46
7220.79,12161.57,192.34,1.201,16.22,9.7
4157.46,8047.64,183.45,1.444,14.54,11.42
6856.71,12945.04,162.53,0.933,16.16,10.6
3194.32,5645.4,222.04,2.478,16.33,11.91
7903.03,12930.37,214.29,1.301,17.27,9.2
3896.72,6375.53,250.65,0.922,12.56,9.49
3677.54,9378.53,167.95,1.027,14.83,10.34
3093.9,12486.55,211.38,1.976,13.1,12.24
5332.07,10371.38,168.05,1.237,14.82,10.45
7408.03,14353.39,217.69,0.677,12.34,9.35
5325.64,6227.5,262.99,1.661,15.31,9.53
2233.9,13139.79,272.88,2.47,15.5,10.73
2320.04,7933.4,162.6,0.815,13.23,10.58
5109.67,11517.39,221.04,2.135,14.8,11.61
7339.66,6858.04,162.5,1.705,14.72,11.66
5500.09,7058.25,205.97,2.119,15.34,12.19
6478.56,6468.19,164.23,0.618,17.54,9.68
7020.41,13829.76,175.42,2.177,12.77,13.13
2789.19,8714.32,208.88,1.6,15.08,11.25
4573.72,6219.95,216.89,0.554,14.82,9.14
2022.89,12673.31,274.58,0.914,15.6,8.35
4513.01,10735.18,257.15,1.672,15.93,10.12
7150.74,13780.41,256.55,0.956,16.11,8.57
6724.81,6819.81,207.26,1.717,12.38,11.78
4007.0,6215.71,161.76,0.584,14.88,10.2
6277.3,7367.68,219.02,1.814,15.66,10.84
6275.23,14043.81,174.26,0.698,12.29,9.79
4948.56,6389.17,242.45,2.474,17.82,11.55
2623.22,6356.54,195.03,0.485,17.85,7.73
7557.05,14955.91,205.89,1.786,16.16,11.38
5435.48,6851.12,182.48,1.082,12.48,11.49
3070.46,12880.45,209.3,2.376,15.69,11.47
6043.49,14098.58,269.89,2.438,17.51,10.24
6626.29,11653.99,231.51,1.828,14.81,11.98
2668.7,8349.63,202.05,0.303,12.65,9.25
4549.94,7626.35,213.89,1.408,14.65,10.6
7697.92,12424.8,288.33,1.99,15.17,9.7
5524.31,10581.89,186.88,1.59,14.35,11.25
6708.96,9121.87,153.83,0.64,13.36,9.64
2908.7,7752.5,187.29,1.292,17.31,9.37
3602.53,13148.39,274.79,1.807,12.05,10.93
7778.78,12839.35,240.6,2.065,16.86,10.76
2484.72,9366.2,156.29,1.058,13.87,11.25
7364.62,10353.3,163.37,0.266,14.48,9.82
2381.36,5975.04,259.39,0.741,17.75,7.73
5566.54,8836.95,253.82,2.365,13.65,11.17
2082.79,5725.76,248.32,0.308,13.68,8.41
7414.0,13612.99,292.68,0.177,16.14,6.43
5208.24,13480.0,216.31,0.231,14.4,7.97
5224.03,6360.18,265.76,0.537,17.97,7.31
4331.03,7669.13,224.0,0.465,14.13,9.02
6183.68,7053.07,209.51,1.522,13.69,11.06
6002.84,8964.89,205.62,1.707,14.8,11.19
5610.07,11516.24,202.58,1.165,14.61,10.11
4769.11,12041.95,156.22,1.643,17.49,10.99
3137.04,7677.8,211.27,2.019,15.48,11.84
5477.07,7786.84,153.03,2.486,17.67,12.15
7634.28,11625.48,257.0,1.744,13.43,11.32
3794.43,10507.82,171.47,1.929,13.78,11.92
4762.86,14744.12,299.39,2.116,17.04,9.56
2345.39,12136.75,299.1,1.199,12.87,9.41
2511.81,7224.79,182.07,2.061,17.15,11.65
3196.67,7844.44,223.79,0.472,15.54,8.0
5780.98,11595.51,231.0,1.997,15.39,11.45
3634.7,11917.3,274.6,1.404,15.09,9.86
7698.9,10990.37,253.3,1.949,14.52,10.97
4497.21,6144.36,223.15,1.88,17.66,10.79
5745.32,10011.43,257.5,0.365,13.12,7.91
5393.04,13744.68,246.32,2.337,14.42,11.58
4982.1,14186.92,228.1,1.866,12.34,11.29
4398.11,11347.78,201.37,0.152,16.32,7.16
4676.85,8755.94,188.87,2.212,17.79,11.36
7976.1,11728.32,285.76,0.926,12.69,9.18
2552.46,13005.55,169.04,0.458,14.45,9.78
7796.88,13614.32,182.54,0.753,13.13,9.77
3520.57,10283.04,250.64,1.998,13.33,11.97
6788.29,6286.24,247.26,2.385,14.7,11.39
3385.61,13689.76,244.03,0.738,14.48,10.25
4348.63,13139.67,271.38,1.202,12.68,10.31
6275.15,12713.24,170.96,1.809,15.82,12.01
7546.98,13238.8,288.1,1.521,16.95,8.92
4617.82,6034.83,200.44,0.326,13.71,8.93
5657.87,14646.55,208.49,0.812,14.54,9.89
4084.73,11182.99,178.68,0.155,17.14,8.04
3256.69,14425.1,178.31,2.004,15.28,11.45
7642.07,13627.02,187.6,1.745,13.12,12.09
7634.29,7220.0,268.22,0.881,14.27,9.4
7856.21,7060.61,287.61,0.222,12.07,7.87
7869.33,6186.39,255.62,2.128,13.15,12.08
7417.57,13242.93,210.64,0.266,12.18,9.5
5364.21,6115.61,241.21,0.556,16.43,7.32
3855.15,14231.91,162.0,2.343,13.44,13.1
4349.47,8812.7,295.42,0.669,17.11,7.24
3755.77,6970.78,236.79,2.324,17.64,11.38
3905.76,14282.11,236.19,1.675,14.33,10.18
6598.13,11644.12,159.39,1.647,12.75,11.46
7638.68,11443.06,168.66,0.744,14.63,10.0
5419.81,12210.82,213.84,2.385,17.38,11.52
6279.52,9684.21,221.94,0.81,16.87,8.89
3644.48,8972.17,214.39,2.481,14.67,12.13
7370.13,9249.51,179.75,1.591,15.54,10.2
5183.54,10108.3,180.56,0.605,16.43,9.81
5973.5,11209.13,236.7,2.015,12.64,12.13
7184.1,9014.68,190.3,0.932,16.73,8.35
3897.4,7603.08,223.36,0.849,13.31,9.74
3128.63,13587.37,295.03,1.92,12.41,10.09
5342.86,9008.82,190.34,1.117,15.8,9.53
6905.25,13029.14,219.12,1.426,16.98,9.08
7149.87,13929.56,231.28,1.338,17.74,9.4
2300.96,10593.72,248.96,2.048,17.79,10.48
6755.66,10906.76,186.09,0.579,13.19,10.79
3651.54,9588.58,190.28,0.481,17.46,8.35
2636.7,11992.73,179.39,0.469,12.47,10.06
3781.04,5410.61,230.61,1.359,16.39,9.21
2730.34,6829.48,174.09,1.507,14.36,10.27
4240.46,8193.95,168.9,1.509,17.91,10.02
4909.13,14631.04,246.53,1.21,16.81,9.25
7537.26,9322.27,235.05,0.197,12.41,9.33
7249.37,11397.46,158.69,0.3,12.9,10.66
6513.46,14470.69,272.4,1.872,15.99,10.89
2587.37,13925.73,228.32,2.115,14.75,10.95
4701.63,11031.72,218.1,2.029,15.25,11.33
3984.28,6295.26,258.26,0.945,16.65,7.68
7867.44,11942.88,215.78,0.23,17.66,7.51
